Timestamp,ID,Date,Day,GoToSlp,Getup,Duration,Com,Quality,Reason,BreakfastTime,Breakfast,MorningSnack,LunchTime,Lunch,AfternoonSnack,DinnerTime,Dinner,EveningSnack,MorningAct,AfternoonAct,EveningAct
16/03/2016 06:19:12,8,16/03/2016,Wednesday,21:30:00,6:00:00,8:30:00,Yes,5,,6:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.)",,12:30:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Seafood, Meat products",,19:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Meat products",,Work/study,Work/study,"Entertainment/relax (rest, watch TV or movies, play games, etc.)"
16/03/2016 08:02:30,21,16/03/2016,Wednesday,0:30:00,7:00:00,6:30:00,Yes,5,,7:30:00,"Fruit products (including juice), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)","Sandwich (if you eat this composite dish also choose the components inside), Meat products, Caffeine drink (including coffee, tea, cola)",13:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Meat products, Caffeine drink (including coffee, tea, cola)","Fruit products_(including juice), Caffeine drink (including coffee, tea, cola)",19:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Dairy products (milk, cheese, butter, etc.), Meat products","Nuts, Alcohol drink (including beer, wine)","Bike (as a transportation), Work/study","Bike (as a transportation), Work/study",Work/study
16/03/2016 08:22:55,11,16/03/2016,Wednesday,0:00:00,7:30:00,7:30:00,No,4,,6:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Fruit products (including juice), Egg prodcuts, Caffeine drink (including coffee, tea, cola)","Sweet food (cookie, cakes, chocolate, sugar, etc.)",,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products","Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)",17:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Potato products (potato, chip, fries), Fruit products_(including juice)",,"Bike (as a transportation), Work/study, Entertainment/relax (rest, watch TV or movies, play games, etc.)","Bike (as a transportation), Work/study","Entertainment/relax (rest, watch TV or movies, play games, etc.), Social activities (party, communication with people more than 20 mins)"
16/03/2016 08:25:30,17,16/03/2016,Wednesday,22:30:00,6:00:00,7:30:00,Yes,5,,6:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Fruit products (including juice), Dairy products (milk, cheese, butter, etc.)","Caffeine drink (including coffee, tea, cola)",13:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products","Caffeine drink (including coffee, tea, cola)",17:30:00,"Dairy products (milk, cheese, butter, etc.)",Meat products,"Drive or take bus/car/train, Work/study","Work/study, Sport (workout, cycling, swimming, etc.)","Entertainment/relax (rest, watch TV or movies, play games, etc.)"
16/03/2016 08:42:23,28,16/03/2016,Wednesday,23:30:00,7:10:00,7:40:00,No,4,,7:30:00,"Sweet food (cookie, cakes, chocolate, sugar, etc.), Fruit products (including juice), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)",12:15:00,"Potato products (potato, chip, fries), Vegetables (including salad, beans), Meat products","Sandwich (if you eat this composite dish also choose the components inside), Meat products, Caffeine drink (including coffee, tea, cola), Alcohol drink (including beer, wine)",21:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products",,Work/study,Work/study,"Entertainment/relax (rest, watch TV or movies, play games, etc.), Social activities (party, communication with people more than 20 mins)"
16/03/2016 08:43:41,22,16/03/2016,Wednesday,22:50:00,7:00:00,8:10:00,No,5,,7:10:00,"Sweet food (cookie, cakes, chocolate, sugar, etc.), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)","Caffeine drink (including coffee, tea, cola)",12:10:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Seafood, Meat products","Sandwich (if you eat this composite dish also choose the components inside), Sweet food (cookie, cakes, chocolate, sugar, etc.), Potato products (potato, chip, fries), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola), Alcohol drink (including beer, wine)",21:50:00,"Dairy products (milk, cheese, butter, etc.), Meat products",,"Drive or take bus/car/train, Work/study","Bike (as a transportation), Work/study, Social activities (party, communication with people more than 20 mins)","Drive or take bus/car/train, Entertainment/relax (rest, watch TV or movies, play games, etc.), Social activities (party, communication with people more than 20 mins)"
16/03/2016 09:23:04,5,16/03/2016,Wednesday,23:20:00,8:25:00,9:05:00,No,4,,,"Sandwich (if you eat this composite dish also choose the components inside), Dairy products (milk, cheese, butter, etc.)","Caffeine drink (including coffee, tea, cola)",,"Vegetables (including salad, beans), Meat products","Sandwich (if you eat this composite dish also choose the components inside), Dairy products (milk, cheese, butter, etc.)",,,"Vegetables (including salad, beans), Meat products","Bike (as a transportation), Work/study","Bike (as a transportation), Work/study, Social activities (party, communication with people more than 20 mins)","Social activities (party, communication with people more than 20 mins)"
16/03/2016 09:24:53,3,16/03/2016,Wednesday,23:30:00,7:30:00,8:00:00,No,4,,8:45:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Fruit products (including juice), Dairy products (milk, cheese, butter, etc.)","Caffeine drink (including coffee, tea, cola)",12:20:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.)","Fruit products_(including juice), Caffeine drink (including coffee, tea, cola)",20:15:00,"Potato products (potato, chip, fries), Vegetables (including salad, beans), Meat products, Alcohol drink (including beer, wine)","Grain products (rice, noodles, bread, pizza, pasta, etc.), Alcohol drink (including beer, wine)","Bike (as a transportation), Work/study",Bike (as a transportation),"Entertainment/relax (rest, watch TV or movies, play games, etc.)"
16/03/2016 09:30:13,4,16/03/2016,Wednesday,21:00:00,8:00:00,11:00:00,No,2,weird,8:15:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.)",,12:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Fruit products_(including juice), Meat products, Egg prodcuts",,18:20:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products, Caffeine drink (including coffee, tea, cola)",,Bike (as a transportation),Work/study,"Bike (as a transportation), Entertainment/relax (rest, watch TV or movies, play games, etc.)"
16/03/2016 09:52:59,16,16/03/2016,Wednesday,23:00:00,8:00:00,9:00:00,No,4,,9:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)",,,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)",,,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Meat products","Potato products (potato, chip, fries), Fruit products_(including juice)",,,"Sport (workout, cycling, swimming, etc.)"
16/03/2016 09:56:29,13,16/03/2016,Wednesday,23:30:00,7:00:00,7:30:00,No,4,,8:00:00,Fruit products (including juice),"Sweet food (cookie, cakes, chocolate, sugar, etc.)",15:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans)",Fruit products_(including juice),20:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans)","Dairy products (milk, cheese, butter, etc.)",Bike (as a transportation),Work/study,"Bike (as a transportation), Sport (workout, cycling, swimming, etc.)"
16/03/2016 10:02:35,1,16/03/2016,Wednesday,0:30:00,9:50:00,9:20:00,No,4,,9:10:00,"Sweet food (cookie, cakes, chocolate, sugar, etc.)","Caffeine drink (including coffee, tea, cola)",12:10:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.), Seafood","Caffeine drink (including coffee, tea, cola)",19:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products",,"Drive or take bus/car/train, Work/study","Drive or take bus/car/train, Work/study","Entertainment/relax (rest, watch TV or movies, play games, etc.)"
16/03/2016 10:03:43,6,16/03/2016,Wednesday,1:30:00,7:30:00,6:00:00,No,2,Wake up too early,8:50:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.)",,12:10:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products, Egg prodcuts",,18:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans)",,"Drive or take bus/car/train, Work/study",Work/study,"Drive or take bus/car/train, Work/study"
16/03/2016 10:04:33,19,16/03/2016,Wednesday,1:00:00,8:15:00,7:15:00,Yes,4,,10:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Sweet food (cookie, cakes, chocolate, sugar, etc.), Fruit products (including juice), Caffeine drink (including coffee, tea, cola)",,12:30:00,"Sandwich (if you eat this composite dish also choose the components inside), Sweet food (cookie, cakes, chocolate, sugar, etc.)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Vegetables (including salad, beans), Caffeine drink (including coffee, tea, cola)",18:00:00,"Potato products (potato, chip, fries), Vegetables (including salad, beans), Meat products","Potato products (potato, chip, fries), Nuts, Alcohol drink (including beer, wine)","Drive or take bus/car/train, Work/study","Drive or take bus/car/train, Work/study","Entertainment/relax (rest, watch TV or movies, play games, etc.)"
16/03/2016 10:05:02,20,16/03/2016,Wednesday,23:00:00,7:15:00,8:15:00,Yes,5,,7:10:00,"Dairy products (milk, cheese, butter, etc.), Nuts",Nuts,13:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.), Meat products",,18:15:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Potato products (potato, chip, fries), Vegetables (including salad, beans), Meat products, Caffeine drink (including coffee, tea, cola)",,"Drive or take bus/car/train, Work/study","Drive or take bus/car/train, Work/study",Work/study
16/03/2016 10:06:51,23,16/03/2016,Wednesday,0:40:00,8:50:00,8:10:00,No,3,,8:50:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Dairy products (milk, cheese, butter, etc.)","Caffeine drink (including coffee, tea, cola)",12:05:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Fruit products_(including juice), Meat products","Caffeine drink (including coffee, tea, cola)",18:05:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Seafood, Meat products, Egg prodcuts",,"Walk (as a transportation or shopping), Work/study","Walk (as a transportation or shopping), Work/study","Entertainment/relax (rest, watch TV or movies, play games, etc.)"
16/03/2016 10:07:55,12,16/03/2016,Wednesday,0:00:00,9:10:00,9:10:00,Yes,5,,8:50:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)",,12:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products",,8:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products","Potato products (potato, chip, fries)","Bike (as a transportation), Work/study",Work/study,"Bike (as a transportation), Entertainment/relax (rest, watch TV or movies, play games, etc.), Sport (workout, cycling, swimming, etc.)"
16/03/2016 11:19:03,26,16/03/2016,Wednesday,22:20:00,8:00:00,9:40:00,No,4,,8:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Fruit products (including juice), Dairy products (milk, cheese, butter, etc.), Nuts","Caffeine drink (including coffee, tea, cola)",13:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Fruit products_(including juice), Dairy products (milk, cheese, butter, etc.), Egg prodcuts, Caffeine drink (including coffee, tea, cola)","Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Caffeine drink (including coffee, tea, cola)",18:15:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products, Alcohol drink (including beer, wine)","Alcohol drink (including beer, wine)","Bike (as a transportation), Work/study","Bike (as a transportation), Work/study","Bike (as a transportation), Work/study, Entertainment/relax (rest, watch TV or movies, play games, etc.), Social activities (party, communication with people more than 20 mins)"
16/03/2016 11:41:20,14,16/03/2016,Wednesday,23:00:00,8:00:00,9:00:00,No,2,thoughts,8:30:00,"Caffeine drink (including coffee, tea, cola)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)",13:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Fruit products_(including juice)","Sweet food (cookie, cakes, chocolate, sugar, etc.)",22:00:00,"Potato products (potato, chip, fries), Dairy products (milk, cheese, butter, etc.), Seafood",,"Walk (as a transportation or shopping), Drive or take bus/car/train, Work/study",Work/study,"Drive or take bus/car/train, Sport (workout, cycling, swimming, etc.)"
16/03/2016 11:51:57,25,16/03/2016,Wednesday,22:30:00,6:40:00,8:10:00,Yes,3,,6:50:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)",12:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)",18:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Fruit products_(including juice), Dairy products (milk, cheese, butter, etc.)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)","Drive or take bus/car/train, Work/study","Walk (as a transportation or shopping), Drive or take bus/car/train, Work/study","Walk (as a transportation or shopping), Entertainment/relax (rest, watch TV or movies, play games, etc.)"
16/03/2016 12:11:23,18,16/03/2016,Wednesday,23:00:00,7:20:00,8:20:00,Yes,4,,8:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.), Egg prodcuts","Caffeine drink (including coffee, tea, cola)",13:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans)","Caffeine drink (including coffee, tea, cola)",20:20:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Fruit products_(including juice), Dairy products (milk, cheese, butter, etc.)",,"Bike (as a transportation), Work/study",Work/study,"Bike (as a transportation), Social activities (party, communication with people more than 20 mins), Sport (workout, cycling, swimming, etc.)"
16/03/2016 12:34:53,7,16/03/2016,Wednesday,23:50:00,7:45:00,7:55:00,No,3,,8:15:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Caffeine drink (including coffee, tea, cola)",,12:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Dairy products (milk, cheese, butter, etc.)","Vegetables (including salad, beans), Fruit products_(including juice)",20:00:00,"Meat products, Caffeine drink (including coffee, tea, cola)",,"Bike (as a transportation), Work/study",Work/study,"Bike (as a transportation), Work/study"
16/03/2016 13:17:01,2,16/03/2016,Wednesday,3:00:00,8:55:00,5:55:00,No,2,i feel tired this morning,9:45:00,"Sweet food (cookie, cakes, chocolate, sugar, etc.), Dairy products (milk, cheese, butter, etc.)",,12:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products","Sweet food (cookie, cakes, chocolate, sugar, etc.)",18:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products","Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products","Entertainment/relax (rest, watch TV or movies, play games, etc.)","Entertainment/relax (rest, watch TV or movies, play games, etc.)","Work/study, Entertainment/relax (rest, watch TV or movies, play games, etc.)"
16/03/2016 13:31:07,24,16/03/2016,Wednesday,1:29:00,8:29:00,7:00:00,No,4,,8:29:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Egg prodcuts","Grain products (rice, noodles, bread, pizza, pasta, etc.), Egg prodcuts",12:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Egg prodcuts","Grain products (rice, noodles, bread, pizza, pasta, etc.), Egg prodcuts",19:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Fruit products_(including juice), Seafood","Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Fruit products_(including juice), Seafood","Bike (as a transportation), Work/study",Work/study,"Work/study, Entertainment/relax (rest, watch TV or movies, play games, etc.)"
16/03/2016 13:32:13,30,16/03/2016,Wednesday,23:54:00,9:15:00,9:21:00,No,4,,9:32:00,Sandwich (if you eat this composite dish also choose the components inside),"Potato products (potato, chip, fries)",12:31:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Meat products","Vegetables (including salad, beans)",18:31:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Egg prodcuts","Sweet food (cookie, cakes, chocolate, sugar, etc.)",Work/study,Work/study,Work/study
16/03/2016 13:37:34,29,16/03/2016,Wednesday,22:32:00,7:30:00,8:58:00,No,5,,8:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)","Sandwich (if you eat this composite dish also choose the components inside), Fruit products (including juice), Dairy products (milk, cheese, butter, etc.), Meat products",13:33:00,"Vegetables (including salad, beans), Nuts, Seafood","Caffeine drink (including coffee, tea, cola)",20:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Meat products, Caffeine drink (including coffee, tea, cola)","Sweet food (cookie, cakes, chocolate, sugar, etc.)",Bike (as a transportation),Bike (as a transportation),Drive or take bus/car/train
16/03/2016 14:54:44,15,16/03/2016,Wednesday,1:00:00,9:45:00,8:45:00,No,3,,10:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Dairy products (milk, cheese, butter, etc.)","Caffeine drink (including coffee, tea, cola)",13:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.)","Caffeine drink (including coffee, tea, cola)",20:30:00,"Potato products (potato, chip, fries), Vegetables (including salad, beans), Meat products",Nuts,Bike (as a transportation),Bike (as a transportation),"Entertainment/relax (rest, watch TV or movies, play games, etc.)"
17/03/2016 07:58:01,8,17/03/2016,Thursday,23:50:00,7:00:00,7:10:00,Yes,5,,6:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)",,12:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Potato products (potato, chip, fries), Vegetables (including salad, beans), Meat products",,19:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Seafood, Alcohol drink (including beer, wine)",,Work/study,Work/study,"Entertainment/relax (rest, watch TV or movies, play games, etc.)"
17/03/2016 08:39:34,11,17/03/2016,Thursday,0:30:00,7:00:00,6:30:00,No,4,,7:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Fruit products (including juice), Egg prodcuts, Caffeine drink (including coffee, tea, cola)","Sweet food (cookie, cakes, chocolate, sugar, etc.)",12:30:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Fruit products_(including juice), Dairy products (milk, cheese, butter, etc.), Meat products, Caffeine drink (including coffee, tea, cola)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)",18:00:00,"Sweet food (cookie, cakes, chocolate, sugar, etc.), Vegetables (including salad, beans), Fruit products_(including juice)",,"Bike (as a transportation), Work/study, Entertainment/relax (rest, watch TV or movies, play games, etc.)","Bike (as a transportation), Work/study","Work/study, Entertainment/relax (rest, watch TV or movies, play games, etc.), Social activities (party, communication with people more than 20 mins)"
17/03/2016 08:42:20,17,17/03/2016,Thursday,22:30:00,5:50:00,7:20:00,Yes,4,,6:15:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Fruit products (including juice), Meat products","Caffeine drink (including coffee, tea, cola)",13:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products","Fruit products_(including juice), Caffeine drink (including coffee, tea, cola)",19:00:00,"Dairy products (milk, cheese, butter, etc.)","Vegetables (including salad, beans), Meat products","Drive or take bus/car/train, Work/study",Work/study,"Drive or take bus/car/train, Entertainment/relax (rest, watch TV or movies, play games, etc.), Social activities (party, communication with people more than 20 mins)"
17/03/2016 09:46:29,4,17/03/2016,Thursday,22:00:00,7:00:00,9:00:00,No,3,,8:20:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.)",,12:00:00,"Potato products (potato, chip, fries), Fruit products_(including juice), Meat products",,18:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products, Caffeine drink (including coffee, tea, cola)",,Bike (as a transportation),Work/study,"Bike (as a transportation), Entertainment/relax (rest, watch TV or movies, play games, etc.)"
17/03/2016 09:58:46,13,17/03/2016,Thursday,23:30:00,7:00:00,7:30:00,No,4,,8:00:00,Fruit products (including juice),"Sweet food (cookie, cakes, chocolate, sugar, etc.)",13:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Fruit products_(including juice)",Fruit products_(including juice),21:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Potato products (potato, chip, fries), Vegetables (including salad, beans), Nuts",Fruit products_(including juice),Bike (as a transportation),Work/study,"Bike (as a transportation), Social activities (party, communication with people more than 20 mins)"
17/03/2016 10:00:02,3,17/03/2016,Thursday,22:10:00,7:30:00,9:20:00,No,4,,8:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.)",,12:20:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)","Fruit products_(including juice), Caffeine drink (including coffee, tea, cola)",20:00:00,"Vegetables (including salad, beans), Meat products","Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Alcohol drink (including beer, wine)","Bike (as a transportation), Work/study","Bike (as a transportation), Work/study, Sport (workout, cycling, swimming, etc.)","Entertainment/relax (rest, watch TV or movies, play games, etc.)"
17/03/2016 10:01:09,5,17/03/2016,Thursday,23:20:00,7:45:00,8:25:00,No,4,,8:20:00,"Sandwich (if you eat this composite dish also choose the components inside), Dairy products (milk, cheese, butter, etc.)","Caffeine drink (including coffee, tea, cola)",12:10:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.)","Caffeine drink (including coffee, tea, cola)",,,Fruit products_(including juice),"Bike (as a transportation), Work/study","Drive or take bus/car/train, Social activities (party, communication with people more than 20 mins)","Entertainment/relax (rest, watch TV or movies, play games, etc.), Social activities (party, communication with people more than 20 mins)"
17/03/2016 10:02:44,1,17/03/2016,Thursday,0:50:00,9:50:00,9:00:00,No,3,,9:30:00,"Sweet food (cookie, cakes, chocolate, sugar, etc.)","Caffeine drink (including coffee, tea, cola)",12:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Egg prodcuts","Caffeine drink (including coffee, tea, cola)",17:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products","Alcohol drink (including beer, wine)","Drive or take bus/car/train, Work/study","Drive or take bus/car/train, Work/study","Walk (as a transportation or shopping), Work/study"
17/03/2016 10:35:27,22,17/03/2016,Thursday,22:30:00,6:40:00,8:10:00,No,4,,7:20:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)","Caffeine drink (including coffee, tea, cola)",12:10:00,"Vegetables (including salad, beans), Fruit products_(including juice), Meat products","Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.), Alcohol drink (including beer, wine)",21:15:00,"Dairy products (milk, cheese, butter, etc.), Meat products",,"Bike (as a transportation), Work/study","Bike (as a transportation), Work/study, Social activities (party, communication with people more than 20 mins)","Entertainment/relax (rest, watch TV or movies, play games, etc.)"
17/03/2016 11:12:02,19,17/03/2016,Thursday,1:30:00,9:00:00,7:30:00,Yes,4,,10:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)","Vegetables (including salad, beans), Caffeine drink (including coffee, tea, cola)",12:30:00,"Sandwich (if you eat this composite dish also choose the components inside), Sweet food (cookie, cakes, chocolate, sugar, etc.), Meat products, Caffeine drink (including coffee, tea, cola)","Caffeine drink (including coffee, tea, cola)",18:15:00,"Potato products (potato, chip, fries), Vegetables (including salad, beans), Dairy products (milk, cheese, butter, etc.), Meat products","Potato products (potato, chip, fries)","Drive or take bus/car/train, Work/study","Drive or take bus/car/train, Work/study","Entertainment/relax (rest, watch TV or movies, play games, etc.)"
17/03/2016 11:59:17,23,17/03/2016,Thursday,0:45:00,8:30:00,7:45:00,No,4,,8:45:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.)","Caffeine drink (including coffee, tea, cola)",12:15:00,"Potato products (potato, chip, fries), Meat products","Caffeine drink (including coffee, tea, cola)",18:40:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Seafood",,"Walk (as a transportation or shopping), Work/study","Walk (as a transportation or shopping), Work/study","Entertainment/relax (rest, watch TV or movies, play games, etc.)"
17/03/2016 12:45:00,18,17/03/2016,Thursday,23:00:00,7:00:00,8:00:00,Yes,5,,8:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Fruit products (including juice), Dairy products (milk, cheese, butter, etc.), Egg prodcuts","Caffeine drink (including coffee, tea, cola)",13:20:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans)","Caffeine drink (including coffee, tea, cola)",20:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Egg prodcuts",,"Bike (as a transportation), Work/study",Work/study,"Bike (as a transportation), Work/study, Social activities (party, communication with people more than 20 mins)"
